id,gjennomforing_id,innsatsbehov,start_dato,slutt_dato
deltaker3112,gjennomføring142,S.Bestemt,2020-11-13,2021-01-06
deltaker3113,gjennomføring198,S.Tilpasset,2020-10-26,2021-06-08
deltaker3114,gjennomføring71,S.Bestemt,2023-02-25,2023-06-17
deltaker3115,gjennomføring105,S.Bestemt,2014-06-22,2023-01-10
deltaker3116,gjennomføring13,S.Tilpasset,2019-08-25,2019-11-05
deltaker3117,gjennomføring116,S.Bestemt,2010-04-11,2015-05-16
deltaker3118,gjennomføring191,S.Bestemt,2022-05-14,2022-11-14
deltaker3119,gjennomføring53,S.Tilpasset,2013-10-25,2014-11-29
deltaker3120,gjennomføring33,S.Bestemt,2013-04-06,2020-02-11
deltaker3121,gjennomføring56,S.Tilpasset,2023-02-04,2023-06-02
deltaker3122,gjennomføring62,Landegruppe3,2016-10-05,2019-08-25
deltaker3123,gjennomføring96,S.Tilpasset,2013-07-19,2013-08-12
deltaker3124,gjennomføring124,Landegruppe3,2015-05-31,2020-07-06
deltaker3125,gjennomføring85,S.Tilpasset,2024-12-29,2026-05-08
deltaker3126,gjennomføring105,S.Tilpasset,2013-12-02,2018-03-03
deltaker3127,gjennomføring127,S.Bestemt,2021-03-16,2021-08-29
deltaker3128,gjennomføring73,S.Bestemt,2018-04-26,2020-01-02
deltaker3129,gjennomføring198,S.Tilpasset,2018-12-13,2022-04-27
deltaker3130,gjennomføring183,Landegruppe3,2020-04-07,2020-11-10
deltaker3131,gjennomføring114,Landegruppe3,2026-08-16,2026-12-25
deltaker3132,gjennomføring66,S.Tilpasset,2024-02-17,2024-10-15
deltaker3133,gjennomføring180,S.Bestemt,2019-03-24,2019-07-14
deltaker3134,gjennomføring188,Landegruppe3,2024-02-25,2024-03-03
deltaker3135,gjennomføring175,S.Tilpasset,2021-03-13,2021-08-11
deltaker3136,gjennomføring95,S.Bestemt,2011-07-01,2013-11-25
deltaker3137,gjennomføring8,Landegruppe3,2021-11-19,2021-12-20
deltaker3138,gjennomføring95,S.Bestemt,2015-07-27,2015-07-30
deltaker3139,gjennomføring48,S.Tilpasset,2017-08-23,2017-08-25
deltaker3140,gjennomføring51,S.Bestemt,2014-09-27,2014-10-13
deltaker3141,gjennomføring96,Landegruppe3,2013-01-05,2013-02-12
deltaker3142,gjennomføring100,Landegruppe3,2025-11-17,2026-04-04
deltaker3143,gjennomføring3,S.Bestemt,2018-07-19,2020-08-13
deltaker3144,gjennomføring152,S.Tilpasset,2020-10-09,2021-08-24
deltaker3145,gjennomføring81,S.Bestemt,2018-03-11,2018-03-24
deltaker3146,gjennomføring25,S.Tilpasset,2020-07-17,2022-11-25
deltaker3147,gjennomføring4,Landegruppe3,2025-11-03,2025-11-15
deltaker3148,gjennomføring171,S.Tilpasset,2025-11-21,2026-01-29
deltaker3149,gjennomføring15,S.Tilpasset,2018-10-20,2021-01-08
deltaker3150,gjennomføring121,Landegruppe3,2024-05-07,2026-06-04
deltaker3151,gjennomføring171,S.Bestemt,2024-04-22,2026-06-16
deltaker3152,gjennomføring73,S.Bestemt,2016-09-08,2019-01-04
deltaker3153,gjennomføring4,Landegruppe3,2025-09-18,2025-12-26
deltaker3154,gjennomføring60,S.Bestemt,2023-06-08,2025-12-08
deltaker3155,gjennomføring147,Landegruppe3,2023-03-22,2023-04-24
deltaker3156,gjennomføring138,Landegruppe3,2014-08-05,2014-08-17
deltaker3157,gjennomføring90,Landegruppe3,2018-11-19,2019-08-22
deltaker3158,gjennomføring3,Landegruppe3,2021-06-17,2022-12-11
deltaker3159,gjennomføring84,S.Tilpasset,2026-08-04,2026-08-12
deltaker3160,gjennomføring193,S.Bestemt,2021-09-04,2024-11-05
deltaker3161,gjennomføring128,Landegruppe3,2025-04-20,2025-06-04
deltaker3162,gjennomføring107,Landegruppe3,2023-05-23,2023-07-25
deltaker3163,gjennomføring70,S.Tilpasset,2019-08-19,2019-10-03
deltaker3164,gjennomføring137,S.Tilpasset,2017-03-13,2017-10-15
deltaker3165,gjennomføring12,Landegruppe3,2025-08-17,2026-01-09
deltaker3166,gjennomføring129,S.Tilpasset,2013-04-12,2013-05-31
deltaker3167,gjennomføring16,S.Bestemt,2017-01-16,2018-08-14
deltaker3168,gjennomføring97,S.Tilpasset,2011-04-10,2011-11-08
deltaker3169,gjennomføring17,S.Tilpasset,2020-09-26,2021-02-18
deltaker3170,gjennomføring56,S.Tilpasset,2022-07-05,2023-07-18
deltaker3171,gjennomføring193,Landegruppe3,2018-04-01,2023-11-20
deltaker3172,gjennomføring100,S.Bestemt,2025-07-18,2026-03-21
deltaker3173,gjennomføring88,Landegruppe3,2022-01-26,2022-09-10
deltaker3174,gjennomføring16,Landegruppe3,2017-10-31,2018-11-21
deltaker3175,gjennomføring126,S.Tilpasset,2015-08-23,2015-10-12
deltaker3176,gjennomføring51,S.Tilpasset,2014-07-03,2014-10-12
deltaker3177,gjennomføring23,S.Tilpasset,2022-02-22,2023-03-31
deltaker3178,gjennomføring190,Landegruppe3,2013-01-06,2014-12-14
deltaker3179,gjennomføring157,S.Tilpasset,2018-07-12,2018-08-29
deltaker3180,gjennomføring50,S.Bestemt,2020-04-27,2020-06-29
deltaker3181,gjennomføring99,S.Bestemt,2025-02-07,2025-02-25
deltaker3182,gjennomføring143,S.Bestemt,2024-11-17,2025-01-09
deltaker3183,gjennomføring183,Landegruppe3,2017-10-23,2020-12-24
deltaker3184,gjennomføring130,S.Tilpasset,2022-04-22,2023-06-22
deltaker3185,gjennomføring60,S.Tilpasset,2021-12-07,2026-06-01
deltaker3186,gjennomføring24,Landegruppe3,2011-09-01,2011-11-23
deltaker3187,gjennomføring146,S.Bestemt,2022-10-10,2023-04-07
deltaker3188,gjennomføring41,S.Bestemt,2026-11-21,2026-11-30
deltaker3189,gjennomføring58,S.Tilpasset,2016-06-25,2017-12-09
deltaker3190,gjennomføring152,S.Bestemt,2020-03-04,2021-05-31
deltaker3191,gjennomføring139,S.Bestemt,2011-03-20,2017-09-30
deltaker3192,gjennomføring185,S.Bestemt,2013-10-11,2014-06-13
deltaker3193,gjennomføring121,S.Tilpasset,2024-09-12,2025-10-23
deltaker3194,gjennomføring167,S.Bestemt,2022-07-11,2023-07-31
deltaker3195,gjennomføring19,S.Bestemt,2016-11-26,2016-12-17
deltaker3196,gjennomføring183,S.Bestemt,2020-03-12,2022-05-26
deltaker3197,gjennomføring172,Landegruppe3,2025-12-24,2026-02-06
deltaker3198,gjennomføring14,S.Tilpasset,2015-12-11,2018-06-25
deltaker3199,gjennomføring23,S.Bestemt,2013-04-04,2019-06-10
deltaker3200,gjennomføring98,Landegruppe3,2015-04-29,2016-01-27
deltaker3201,gjennomføring40,S.Bestemt,2022-07-05,2023-05-01
deltaker3202,gjennomføring54,Landegruppe3,2012-12-14,2016-12-15
deltaker3203,gjennomføring144,Landegruppe3,2010-04-01,2010-05-16
deltaker3204,gjennomføring42,Landegruppe3,2026-04-25,2026-07-04
deltaker3205,gjennomføring55,Landegruppe3,2014-11-08,2019-01-16
deltaker3206,gjennomføring34,S.Tilpasset,2020-08-15,2025-06-15
deltaker3207,gjennomføring23,S.Tilpasset,2015-01-17,2017-09-12
deltaker3208,gjennomføring140,Landegruppe3,2017-08-16,2021-12-19
deltaker3209,gjennomføring190,Landegruppe3,2013-12-25,2015-02-14
deltaker3210,gjennomføring124,S.Tilpasset,2021-03-15,2023-10-04
deltaker3211,gjennomføring67,S.Bestemt,2024-03-04,2025-05-25
deltaker3212,gjennomføring119,Landegruppe3,2017-07-21,2018-12-02
deltaker3213,gjennomføring160,S.Tilpasset,2019-06-22,2019-08-05
deltaker3214,gjennomføring162,Landegruppe3,2022-09-11,2022-12-07
deltaker3215,gjennomføring144,Landegruppe3,2010-05-13,2010-05-22
deltaker3216,gjennomføring82,S.Bestemt,2024-08-29,2024-10-02
deltaker3217,gjennomføring139,S.Tilpasset,2015-05-29,2018-02-16
deltaker3218,gjennomføring93,Landegruppe3,2016-04-19,2016-06-03
deltaker3219,gjennomføring60,S.Bestemt,2025-02-28,2026-08-16
deltaker3220,gjennomføring143,Landegruppe3,2024-10-01,2024-11-02
deltaker3221,gjennomføring186,S.Bestemt,2025-10-29,2026-06-24
deltaker3222,gjennomføring148,Landegruppe3,2025-07-22,2026-07-04
deltaker3223,gjennomføring192,S.Tilpasset,2024-06-19,2024-07-28
deltaker3224,gjennomføring129,S.Tilpasset,2013-09-22,2013-10-31
deltaker3225,gjennomføring165,Landegruppe3,2011-06-24,2011-08-05
deltaker3226,gjennomføring31,S.Bestemt,2021-02-24,2023-05-17
deltaker3227,gjennomføring41,S.Tilpasset,2026-10-05,2026-11-04
deltaker3228,gjennomføring136,S.Tilpasset,2026-05-27,2026-06-18
deltaker3229,gjennomføring143,S.Bestemt,2024-04-07,2024-12-08
deltaker3230,gjennomføring147,Landegruppe3,2022-03-29,2023-05-02
deltaker3231,gjennomføring64,S.Tilpasset,2009-07-01,2009-07-07
deltaker3232,gjennomføring130,Landegruppe3,2022-11-29,2024-04-24
deltaker3233,gjennomføring79,S.Tilpasset,2015-01-05,2015-07-13
deltaker3234,gjennomføring174,S.Bestemt,2026-04-03,2026-05-20
deltaker3235,gjennomføring178,S.Bestemt,2023-07-21,2023-07-22
deltaker3236,gjennomføring100,S.Bestemt,2026-03-15,2026-03-26
deltaker3237,gjennomføring26,Landegruppe3,2018-10-06,2019-03-02
deltaker3238,gjennomføring132,S.Tilpasset,2023-07-10,2024-01-25
deltaker3239,gjennomføring168,S.Tilpasset,2021-12-15,2022-02-01
deltaker3240,gjennomføring92,S.Bestemt,2019-03-13,2023-07-05
deltaker3241,gjennomføring51,S.Bestemt,2014-08-22,2014-09-26
deltaker3242,gjennomføring39,S.Bestemt,2021-11-23,2023-09-26
deltaker3243,gjennomføring40,S.Tilpasset,2023-11-28,2026-06-16
deltaker3244,gjennomføring135,S.Tilpasset,2013-02-13,2016-05-27
deltaker3245,gjennomføring33,S.Tilpasset,2015-08-23,2020-06-12
deltaker3246,gjennomføring66,S.Tilpasset,2024-10-02,2024-11-07
deltaker3247,gjennomføring59,S.Bestemt,2020-07-30,2021-03-22
deltaker3248,gjennomføring110,S.Tilpasset,2022-12-20,2023-01-09
deltaker3249,gjennomføring39,Landegruppe3,2022-06-23,2022-09-13
deltaker3250,gjennomføring162,S.Bestemt,2022-09-09,2022-12-17
deltaker3251,gjennomføring0,Landegruppe3,2019-05-28,2021-06-06
deltaker3252,gjennomføring26,S.Tilpasset,2013-09-30,2014-05-31
deltaker3253,gjennomføring67,S.Tilpasset,2023-03-16,2023-07-18
deltaker3254,gjennomføring117,Landegruppe3,2021-12-06,2023-05-04
deltaker3255,gjennomføring35,Landegruppe3,2021-01-14,2021-03-03
deltaker3256,gjennomføring32,Landegruppe3,2023-10-24,2024-04-18
deltaker3257,gjennomføring127,S.Bestemt,2021-01-30,2021-10-22
deltaker3258,gjennomføring134,S.Tilpasset,2024-04-05,2025-10-11
deltaker3259,gjennomføring133,S.Tilpasset,2016-10-08,2016-11-28
deltaker3260,gjennomføring73,Landegruppe3,2015-06-24,2019-02-02
deltaker3261,gjennomføring112,S.Bestemt,2013-05-14,2016-10-26
deltaker3262,gjennomføring152,Landegruppe3,2021-03-17,2021-05-21
deltaker3263,gjennomføring3,Landegruppe3,2021-02-23,2021-08-22
deltaker3264,gjennomføring180,S.Bestemt,2020-05-23,2020-10-28
deltaker3265,gjennomføring89,S.Bestemt,2025-09-09,2025-09-21
deltaker3266,gjennomføring0,S.Tilpasset,2022-01-06,2022-10-17
deltaker3267,gjennomføring29,Landegruppe3,2018-10-08,2018-11-07
deltaker3268,gjennomføring123,Landegruppe3,2024-07-01,2024-07-02
deltaker3269,gjennomføring174,Landegruppe3,2026-04-05,2026-05-26
deltaker3270,gjennomføring160,S.Bestemt,2019-08-11,2019-08-12
deltaker3271,gjennomføring168,S.Bestemt,2021-02-11,2021-05-24
deltaker3272,gjennomføring57,Landegruppe3,2019-05-14,2020-11-29
deltaker3273,gjennomføring66,Landegruppe3,2024-10-29,2024-12-01
deltaker3274,gjennomføring31,S.Tilpasset,2020-02-24,2025-03-18
deltaker3275,gjennomføring16,S.Tilpasset,2025-09-24,2026-01-30
deltaker3276,gjennomføring64,S.Tilpasset,2009-07-04,2009-07-09
deltaker3277,gjennomføring110,Landegruppe3,2023-01-10,2023-01-11
deltaker3278,gjennomføring2,S.Bestemt,2025-01-16,2025-02-24
deltaker3279,gjennomføring179,Landegruppe3,2020-06-10,2021-03-10
deltaker3280,gjennomføring132,S.Tilpasset,2025-03-22,2025-04-01
deltaker3281,gjennomføring60,S.Bestemt,2021-04-29,2023-10-06
deltaker3282,gjennomføring130,S.Tilpasset,2024-02-19,2024-07-28
deltaker3283,gjennomføring151,Landegruppe3,2013-04-24,2013-04-30
deltaker3284,gjennomføring32,S.Bestemt,2023-06-17,2023-12-17
deltaker3285,gjennomføring50,Landegruppe3,2020-05-29,2020-06-20
deltaker3286,gjennomføring73,S.Bestemt,2019-02-28,2020-11-24
deltaker3287,gjennomføring178,Landegruppe3,2023-04-13,2023-06-22
deltaker3288,gjennomføring56,Landegruppe3,2022-08-16,2023-02-20
deltaker3289,gjennomføring73,S.Tilpasset,2010-06-10,2019-04-03
deltaker3290,gjennomføring60,S.Bestemt,2024-04-17,2024-08-05
deltaker3291,gjennomføring54,S.Bestemt,2016-12-26,2018-04-17
deltaker3292,gjennomføring47,S.Tilpasset,2011-08-04,2014-11-28
deltaker3293,gjennomføring117,S.Tilpasset,2021-01-29,2024-01-07
deltaker3294,gjennomføring122,S.Bestemt,2026-10-04,2026-11-13
deltaker3295,gjennomføring10,Landegruppe3,2025-02-15,2026-03-01
deltaker3296,gjennomføring56,Landegruppe3,2022-01-31,2023-03-03
deltaker3297,gjennomføring37,Landegruppe3,2019-11-09,2020-03-13
deltaker3298,gjennomføring182,S.Bestemt,2019-08-18,2019-11-26
deltaker3299,gjennomføring146,S.Tilpasset,2022-05-19,2023-03-17
deltaker3300,gjennomføring178,S.Tilpasset,2023-06-13,2023-06-26
deltaker3301,gjennomføring123,S.Tilpasset,2024-06-27,2024-07-02
deltaker3302,gjennomføring18,Landegruppe3,2024-10-10,2025-06-07
deltaker3303,gjennomføring140,Landegruppe3,2014-06-04,2016-08-17
deltaker3304,gjennomføring53,Landegruppe3,2019-05-28,2020-02-05
deltaker3305,gjennomføring185,Landegruppe3,2012-03-14,2012-04-26
deltaker3306,gjennomføring157,Landegruppe3,2014-10-24,2016-05-17
deltaker3307,gjennomføring182,S.Tilpasset,2019-05-20,2019-09-29
deltaker3308,gjennomføring38,Landegruppe3,2022-04-23,2024-03-06
deltaker3309,gjennomføring0,S.Tilpasset,2021-11-14,2022-08-25
deltaker3310,gjennomføring54,Landegruppe3,2018-04-19,2018-05-30
deltaker3311,gjennomføring117,Landegruppe3,2019-03-22,2019-07-23
deltaker3312,gjennomføring45,S.Tilpasset,2019-03-29,2024-01-30
deltaker3313,gjennomføring164,S.Tilpasset,2026-04-11,2026-05-22
deltaker3314,gjennomføring114,Landegruppe3,2025-10-29,2026-03-01
deltaker3315,gjennomføring5,S.Tilpasset,2023-01-23,2023-06-22
deltaker3316,gjennomføring189,Landegruppe3,2018-11-28,2019-02-11
deltaker3317,gjennomføring46,S.Tilpasset,2017-05-01,2018-07-04
deltaker3318,gjennomføring134,S.Tilpasset,2025-06-15,2025-12-07
deltaker3319,gjennomføring168,Landegruppe3,2022-03-27,2022-06-10
deltaker3320,gjennomføring91,S.Tilpasset,2012-03-01,2015-04-09
deltaker3321,gjennomføring183,S.Tilpasset,2017-11-19,2023-04-28
deltaker3322,gjennomføring86,Landegruppe3,2013-04-23,2019-09-17
deltaker3323,gjennomføring151,Landegruppe3,2013-09-19,2013-09-28
deltaker3324,gjennomføring130,S.Bestemt,2023-04-22,2024-03-19
deltaker3325,gjennomføring41,S.Bestemt,2026-09-28,2026-11-28
deltaker3326,gjennomføring145,Landegruppe3,2014-08-23,2014-08-29
deltaker3327,gjennomføring58,S.Tilpasset,2015-11-26,2017-06-15
deltaker3328,gjennomføring197,S.Bestemt,2025-02-15,2025-11-19
deltaker3329,gjennomføring150,S.Tilpasset,2022-06-26,2023-04-05
deltaker3330,gjennomføring97,S.Tilpasset,2011-11-28,2011-12-30
deltaker3331,gjennomføring173,S.Bestemt,2012-08-09,2013-06-17
deltaker3332,gjennomføring179,Landegruppe3,2019-08-03,2020-07-21
deltaker3333,gjennomføring146,S.Bestemt,2017-11-09,2021-12-25
deltaker3334,gjennomføring64,S.Tilpasset,2009-07-08,2009-07-09
deltaker3335,gjennomføring195,Landegruppe3,2019-08-13,2020-11-29
deltaker3336,gjennomføring75,S.Tilpasset,2020-07-20,2022-03-28
deltaker3337,gjennomføring123,S.Bestemt,2024-05-21,2024-06-06
deltaker3338,gjennomføring40,S.Bestemt,2025-07-14,2025-08-21
deltaker3339,gjennomføring167,S.Bestemt,2023-01-24,2024-09-19
deltaker3340,gjennomføring65,Landegruppe3,2013-09-07,2013-11-27
deltaker3341,gjennomføring192,S.Tilpasset,2022-02-13,2024-01-23
deltaker3342,gjennomføring111,S.Tilpasset,2009-11-04,2009-11-05
deltaker3343,gjennomføring109,S.Tilpasset,2015-02-22,2015-08-23
deltaker3344,gjennomføring97,S.Tilpasset,2011-06-30,2011-10-18
deltaker3345,gjennomføring142,Landegruppe3,2020-06-05,2021-06-08
deltaker3346,gjennomføring165,Landegruppe3,2011-05-09,2011-09-15
deltaker3347,gjennomføring31,S.Tilpasset,2025-01-14,2025-02-28
deltaker3348,gjennomføring160,Landegruppe3,2019-06-28,2019-07-05
deltaker3349,gjennomføring48,S.Tilpasset,2016-03-08,2017-04-27
deltaker3350,gjennomføring19,Landegruppe3,2015-10-09,2016-02-13
deltaker3351,gjennomføring25,Landegruppe3,2022-02-16,2023-01-27
deltaker3352,gjennomføring164,Landegruppe3,2026-06-14,2026-07-08
deltaker3353,gjennomføring102,S.Bestemt,2017-02-01,2020-05-13
deltaker3354,gjennomføring97,S.Tilpasset,2011-11-09,2012-01-07
deltaker3355,gjennomføring37,S.Bestemt,2018-07-28,2019-05-26
deltaker3356,gjennomføring132,S.Tilpasset,2022-02-26,2026-05-07
deltaker3357,gjennomføring120,S.Bestemt,2021-04-02,2021-05-16
deltaker3358,gjennomføring107,S.Tilpasset,2024-02-25,2024-03-22
deltaker3359,gjennomføring80,S.Bestemt,2025-03-25,2025-04-21
deltaker3360,gjennomføring131,Landegruppe3,2023-08-04,2024-03-06
deltaker3361,gjennomføring54,S.Tilpasset,2014-07-28,2017-03-11
deltaker3362,gjennomføring144,S.Bestemt,2010-04-08,2010-05-14
deltaker3363,gjennomføring36,S.Tilpasset,2022-08-27,2025-03-13
deltaker3364,gjennomføring97,S.Tilpasset,2011-08-12,2012-01-06
deltaker3365,gjennomføring114,Landegruppe3,2025-10-27,2025-11-21
deltaker3366,gjennomføring146,S.Tilpasset,2018-04-09,2021-03-26
deltaker3367,gjennomføring139,Landegruppe3,2011-09-09,2017-01-24
deltaker3368,gjennomføring23,S.Tilpasset,2011-07-21,2018-05-10
deltaker3369,gjennomføring59,S.Bestemt,2024-12-13,2025-01-15
deltaker3370,gjennomføring3,Landegruppe3,2020-06-18,2023-11-27
deltaker3371,gjennomføring144,S.Bestemt,2009-12-23,2010-03-21
deltaker3372,gjennomføring5,Landegruppe3,2023-12-15,2024-01-03
deltaker3373,gjennomføring131,S.Tilpasset,2022-07-23,2023-03-22
deltaker3374,gjennomføring114,S.Tilpasset,2026-04-09,2026-12-07
deltaker3375,gjennomføring88,S.Tilpasset,2023-12-28,2024-05-12
deltaker3376,gjennomføring9,S.Tilpasset,2024-09-08,2025-02-01
deltaker3377,gjennomføring8,Landegruppe3,2021-02-11,2021-11-28
deltaker3378,gjennomføring111,Landegruppe3,2009-09-04,2010-03-24
deltaker3379,gjennomføring21,S.Tilpasset,2018-07-24,2018-07-26
deltaker3380,gjennomføring198,Landegruppe3,2020-05-23,2020-08-23
deltaker3381,gjennomføring135,S.Tilpasset,2017-02-09,2017-06-30
deltaker3382,gjennomføring128,Landegruppe3,2025-03-03,2025-05-29
deltaker3383,gjennomføring141,S.Bestemt,2013-12-02,2013-12-22
deltaker3384,gjennomføring157,S.Tilpasset,2019-12-19,2020-02-28
deltaker3385,gjennomføring132,S.Tilpasset,2026-03-09,2026-09-06
deltaker3386,gjennomføring150,S.Tilpasset,2024-05-26,2024-06-02
deltaker3387,gjennomføring157,S.Bestemt,2017-12-17,2019-05-22
deltaker3388,gjennomføring58,Landegruppe3,2016-05-29,2016-07-14
deltaker3389,gjennomføring153,Landegruppe3,2024-04-17,2025-04-02
deltaker3390,gjennomføring58,Landegruppe3,2012-12-02,2014-11-05
deltaker3391,gjennomføring77,S.Tilpasset,2015-04-14,2015-12-11
deltaker3392,gjennomføring49,S.Bestemt,2019-11-12,2020-03-01
deltaker3393,gjennomføring166,Landegruppe3,2009-08-19,2020-05-11
deltaker3394,gjennomføring153,S.Tilpasset,2024-05-01,2025-03-15
deltaker3395,gjennomføring91,S.Bestemt,2012-04-06,2012-06-08
deltaker3396,gjennomføring25,S.Tilpasset,2024-12-01,2024-12-17
deltaker3397,gjennomføring147,Landegruppe3,2022-01-09,2023-05-12
deltaker3398,gjennomføring8,S.Tilpasset,2018-09-01,2021-09-26
deltaker3399,gjennomføring51,S.Bestemt,2014-08-26,2014-09-25
deltaker3400,gjennomføring72,S.Bestemt,2025-06-22,2025-08-03
deltaker3401,gjennomføring61,S.Bestemt,2016-09-16,2020-08-13
deltaker3402,gjennomføring162,Landegruppe3,2022-11-01,2022-12-12
deltaker3403,gjennomføring132,Landegruppe3,2025-03-27,2026-04-18
deltaker3404,gjennomføring52,S.Bestemt,2018-09-19,2018-10-03
deltaker3405,gjennomføring1,S.Tilpasset,2023-06-15,2023-11-19
deltaker3406,gjennomføring87,S.Bestemt,2023-06-29,2023-08-30
deltaker3407,gjennomføring184,Landegruppe3,2019-10-22,2019-12-25
deltaker3408,gjennomføring162,S.Tilpasset,2022-06-22,2022-12-17
deltaker3409,gjennomføring95,Landegruppe3,2015-08-09,2015-08-25
deltaker3410,gjennomføring66,S.Tilpasset,2024-08-27,2024-09-02
deltaker3411,gjennomføring151,Landegruppe3,2012-05-07,2012-12-03
deltaker3412,gjennomføring106,S.Tilpasset,2015-12-30,2017-06-13
deltaker3413,gjennomføring95,S.Tilpasset,2013-03-19,2013-04-24
deltaker3414,gjennomføring183,S.Bestemt,2020-02-06,2020-08-15
deltaker3415,gjennomføring164,S.Tilpasset,2026-04-15,2026-06-10
deltaker3416,gjennomføring112,S.Tilpasset,2016-07-05,2016-08-09
deltaker3417,gjennomføring117,Landegruppe3,2018-03-31,2019-08-30
deltaker3418,gjennomføring125,S.Bestemt,2024-09-21,2026-04-02
deltaker3419,gjennomføring58,S.Tilpasset,2016-07-07,2017-06-16
deltaker3420,gjennomføring48,S.Tilpasset,2016-10-10,2018-02-19
deltaker3421,gjennomføring146,S.Tilpasset,2020-10-26,2021-03-28
deltaker3422,gjennomføring118,Landegruppe3,2019-12-27,2020-02-07
deltaker3423,gjennomføring75,Landegruppe3,2020-02-26,2022-02-27
deltaker3424,gjennomføring20,S.Tilpasset,2020-05-07,2020-05-10
deltaker3425,gjennomføring19,Landegruppe3,2015-07-02,2016-02-02
deltaker3426,gjennomføring195,Landegruppe3,2019-10-30,2021-09-19
deltaker3427,gjennomføring11,Landegruppe3,2023-09-04,2023-09-28
deltaker3428,gjennomføring32,S.Tilpasset,2022-10-16,2024-02-16
deltaker3429,gjennomføring37,S.Tilpasset,2018-01-22,2021-03-31
deltaker3430,gjennomføring91,Landegruppe3,2012-12-31,2015-06-04
deltaker3431,gjennomføring71,Landegruppe3,2023-03-28,2023-12-07
deltaker3432,gjennomføring118,S.Tilpasset,2019-12-19,2020-02-21
deltaker3433,gjennomføring177,S.Bestemt,2018-06-12,2019-03-15
deltaker3434,gjennomføring139,Landegruppe3,2020-06-22,2024-03-17
deltaker3435,gjennomføring193,S.Bestemt,2011-04-16,2015-07-29
deltaker3436,gjennomføring165,Landegruppe3,2011-05-18,2011-09-23
deltaker3437,gjennomføring144,Landegruppe3,2009-12-26,2010-03-03
deltaker3438,gjennomføring60,Landegruppe3,2023-01-12,2026-04-27
deltaker3439,gjennomføring142,Landegruppe3,2020-07-06,2021-02-13
